tipo,n,min,p1,p5,p10,p25,media,mediana,p75,p90,p95,max,desv
intra_clase,26410,0.0,0.0,0.0,0.0,0.002226866913177449,0.6199240514399699,0.06871995623051086,0.3548481149513318,0.9789411149789987,1.9138956453364737,42.173814206180644,2.865815509088598
inter_clase_minima,9591,0.0,0.004617008368383088,0.032790641009546005,0.07916891800390219,0.5745275536111442,4.609923684646859,2.199048296454866,6.277572361501899,12.459504486797888,15.977381153453447,33.33351261951543,6.116981065979012
