dataset,repeticiones_configuradas,media_accuracy,desv_tipica_accuracy,min_accuracy,max_accuracy,mediana_accuracy,media_accuracy_porcentaje,desv_tipica_accuracy_porcentaje,min_accuracy_porcentaje,max_accuracy_porcentaje,mediana_accuracy_porcentaje
con_outliers,20,0.8895683453237411,0.011260773987409,0.8705035971223022,0.9064748201438848,0.8884892086330936,88.9568345323741,1.1260773987409,87.05035971223022,90.64748201438849,88.84892086330936
con_outliers,50,0.8915107913669066,0.0096235970488958,0.8705035971223022,0.9136690647482014,0.8920863309352518,89.15107913669065,0.96235970488958,87.05035971223022,91.36690647482014,89.20863309352518
con_outliers,100,0.8909352517985611,0.0104139108217449,0.8705035971223022,0.9136690647482014,0.8884892086330936,89.09352517985612,1.04139108217449,87.05035971223022,91.36690647482014,88.84892086330936
sin_outliers,20,0.9,0.0095954809907244,0.8776978417266187,0.9136690647482014,0.8992805755395683,90.0,0.95954809907244,87.76978417266187,91.36690647482014,89.92805755395683
sin_outliers,50,0.9002877697841727,0.0106816722007373,0.8776978417266187,0.920863309352518,0.8992805755395683,90.02877697841727,1.06816722007373,87.76978417266187,92.08633093525181,89.92805755395683
sin_outliers,100,0.9000719424460432,0.0104226924758276,0.8776978417266187,0.920863309352518,0.8992805755395683,90.00719424460432,1.04226924758276,87.76978417266187,92.08633093525181,89.92805755395683
