url,max_intra,min_inter,url_mas_cercana,access_id_url,access_id_url_mas_cercana,riesgo_solape,solape_exacto,distancia_wasserstein_min,distancia_lcss_min,distancia_watson_min
mail.ru,0.3065098198312338,0.3012142079492072,outlook.com,captura_0000003_H123.csv:linea_15,captura_0000114_H123.csv:linea_5,True,False,0.07758620689655173,0.5248422090018627,0.3012142079492072
ivi.ru,0.3671096405732956,0.32559537426363583,yandex.ru,captura_0000155_H123.csv:linea_59,captura_0000187_H123.csv:linea_7,True,False,0.11604938271604938,0.5351413658112223,0.32559537426363583
vimeo.com,0.3937948383355584,0.32719852242965564,ivi.ru,captura_0000064_H123.csv:linea_3,captura_0000155_H123.csv:linea_3,True,False,0.11515151515151516,0.5392455297077962,0.32719852242965564
bing.com,0.4388578174328135,0.3437986752847006,qq.com,captura_0000040_H123.csv:linea_55,captura_0000089_H123.csv:linea_587,True,False,0.11073825503355705,0.5768590955358441,0.3437986752847006
qq.com,0.4330962411956691,0.3437986752847006,bing.com,captura_0000089_H123.csv:linea_587,captura_0000040_H123.csv:linea_55,True,False,0.11073825503355705,0.5768590955358441,0.3437986752847006
tiktok.com,0.3608523394291175,0.35162123044512,mts.ru,captura_0000080_H123.csv:linea_63,captura_0000106_H123.csv:linea_52,True,False,0.13595413595413594,0.567288324936104,0.35162123044512
dropbox.com,0.3681081320181916,0.3548869009561221,pinterest.com,captura_0000127_H123.csv:linea_15,captura_0000045_H123.csv:linea_11,True,False,0.14167954662545082,0.5680942552867934,0.3548869009561221
msn.com,0.7607784611673902,0.38940918314309825,nytimes.com,captura_0000067_H123.csv:linea_55,captura_0000149_H123.csv:linea_3,True,False,0.08203677510608204,0.6967815911801144,0.38940918314309825
health.mil,0.0,0.037037037037037035,adobe.com,captura_0000120_H123.csv:linea_3,captura_0000063_H123.csv:linea_55,False,False,0.07407407407407407,0.0,0.037037037037037035
gandi.net,0.1155095231309964,0.13289872730538138,lencr.org,captura_0000091_H123.csv:linea_3,captura_0000160_H123.csv:linea_51,False,False,0.022988505747126436,0.24280894886363635,0.13289872730538138
samsung.com,0.1672810771639264,0.22388135743398901,youtube.com,captura_0000102_H123.csv:linea_51,captura_0000009_H123.csv:linea_79,False,False,0.10984848484848485,0.33791423001949317,0.22388135743398901
ntp.org,0.1854601893590551,0.23458450381527304,adriver.ru,captura_0000073_H123.csv:linea_75,captura_0000166_H123.csv:linea_87,False,False,0.0909090909090909,0.3782599167214552,0.23458450381527304
gravatar.com,0.1433902058865154,0.23920588370368912,ntp.org,captura_0000129_H123.csv:linea_39,captura_0000073_H123.csv:linea_7,False,False,0.14492753623188406,0.3334842311754942,0.23920588370368912
pki.goog,0.1379504108806057,0.23978420569329653,yandex.net,captura_0000142_H123.csv:linea_43,captura_0000085_H123.csv:linea_59,False,False,0.08333333333333333,0.39623507805325975,0.23978420569329653
windows.com,0.2260742873069826,0.2438684782608696,microsoft.com,captura_0000131_H123.csv:linea_9,captura_0000002_H123.csv:linea_59,False,False,0.07608695652173912,0.41165000000000007,0.2438684782608696
cloudflare-dns.com,0.1650080128205128,0.2491402116402117,applovin.com,captura_0000098_H123.csv:linea_15,captura_0000151_H123.csv:linea_3,False,False,0.10476190476190476,0.3935185185185186,0.2491402116402117
rubiconproject.com,0.2740037329256971,0.2929504992790458,amazonvideo.com,captura_0000177_H123.csv:linea_39,captura_0000196_H123.csv:linea_35,False,False,0.13253012048192772,0.45337087807616394,0.2929504992790458
criteo.com,0.2858149782485255,0.2968548764781641,userapi.com,captura_0000134_H123.csv:linea_47,captura_0000141_H123.csv:linea_43,False,False,0.11187214611872147,0.4818376068376068,0.2968548764781641
cloudflare.com,0.2454201405447943,0.30337809649600544,discord.gg,captura_0000011_H123.csv:linea_47,captura_0000178_H123.csv:linea_59,False,False,0.12607944732297063,0.4806767456690403,0.30337809649600544
wordpress.com,0.278883864868465,0.3070962491678435,snapchat.com,captura_0000081_H123.csv:linea_31,captura_0000110_H123.csv:linea_63,False,False,0.12015503875968991,0.4940374595759971,0.3070962491678435
theguardian.com,0.2714867082490212,0.3131745259834926,x.com,captura_0000183_H123.csv:linea_63,captura_0000079_H123.csv:linea_55,False,False,0.33641975308641975,0.2899292988805655,0.3131745259834926
office.com,0.2814185480721531,0.31396353595807147,casalemedia.com,captura_0000017_H123.csv:linea_54,captura_0000185_H123.csv:linea_67,False,False,0.14207650273224043,0.48585056918390257,0.31396353595807147
one.one,0.209657265361583,0.33544960474308305,intuit.com,captura_0000156_H123.csv:linea_7,captura_0000077_H123.csv:linea_11,False,False,0.1931818181818182,0.47771739130434787,0.33544960474308305
fastly.net,0.2230663074328493,0.3363596374300187,yandex.ru,captura_0000043_H123.csv:linea_11,captura_0000187_H123.csv:linea_7,False,False,0.15698924731182795,0.5157300275482094,0.3363596374300187
soundcloud.com,0.2754450607825947,0.3456566329077089,fastly.net,captura_0000175_H123.csv:linea_64,captura_0000043_H123.csv:linea_71,False,False,0.1471264367816092,0.5441868290338087,0.3456566329077089
bit.ly,0.2122011537905092,0.3495967894554284,intuit.com,captura_0000071_H123.csv:linea_7,captura_0000077_H123.csv:linea_19,False,False,0.2446236559139785,0.45456992299687826,0.3495967894554284
mts.ru,0.2729802805725865,0.35162123044512,tiktok.com,captura_0000106_H123.csv:linea_52,captura_0000080_H123.csv:linea_63,False,False,0.13595413595413594,0.567288324936104,0.35162123044512
netflix.com,0.2524444334520512,0.3565711104099395,ntp.org,captura_0000050_H123.csv:linea_67,captura_0000073_H123.csv:linea_39,False,False,0.0625,0.650642220819879,0.3565711104099395
flickr.com,0.3097336051859158,0.36431039120555603,spotify.com,captura_0000111_H123.csv:linea_63,captura_0000066_H123.csv:linea_39,False,False,0.18083670715249664,0.5477840752586154,0.36431039120555603
spotify.com,0.2736245914219346,0.36431039120555603,flickr.com,captura_0000066_H123.csv:linea_39,captura_0000111_H123.csv:linea_63,False,False,0.18083670715249664,0.5477840752586154,0.36431039120555603
nytimes.com,0.2171701692723825,0.38940918314309825,msn.com,captura_0000149_H123.csv:linea_3,captura_0000067_H123.csv:linea_55,False,False,0.08203677510608204,0.6967815911801144,0.38940918314309825
