dataset,repeticiones_configuradas,media_accuracy,desv_tipica_accuracy,min_accuracy,max_accuracy,mediana_accuracy
con_outliers,20,0.8895683453237411,0.011260773987409005,0.8705035971223022,0.9064748201438849,0.8884892086330936
con_outliers,50,0.8915107913669066,0.009623597048895878,0.8705035971223022,0.9136690647482014,0.8920863309352518
con_outliers,100,0.8909352517985611,0.010413910821744973,0.8705035971223022,0.9136690647482014,0.8884892086330936
sin_outliers,20,0.9,0.00959548099072447,0.8776978417266187,0.9136690647482014,0.8992805755395683
sin_outliers,50,0.9002877697841727,0.01068167220073731,0.8776978417266187,0.920863309352518,0.8992805755395683
sin_outliers,100,0.9000719424460432,0.010422692475827694,0.8776978417266187,0.920863309352518,0.8992805755395683
